id,carat,cut,color,clarity,depth,table,x,y,z,price
22700,0.55,Ideal,J,VS2,61.7,54.0,5.34,5.29,3.28,1260
19851,0.32,Ideal,G,SI1,62.5,55.0,4.35,4.38,2.73,477
21289,1.5,Premium,E,VS1,60.1,60.0,7.42,7.48,4.48,13513
1626,0.55,Ideal,E,SI1,60.1,57.0,5.36,5.38,3.22,1621
14915,0.5,Ideal,D,VS2,61.7,53.0,5.14,5.16,3.18,1678
5037,1.03,Ideal,E,SI2,61.7,55.0,6.52,6.46,4.01,5491
14175,1.5,Very Good,I,VS2,63.3,55.0,7.3,7.26,4.61,9533
9030,0.3,Ideal,J,VS2,61.6,56.0,4.31,4.33,2.66,384
13305,0.3,Good,G,VVS2,63.8,56.0,4.27,4.29,2.73,684
19728,0.5,Ideal,H,VS1,61.9,54.0,5.12,5.15,3.18,1370
13678,0.81,Very Good,G,SI2,62.7,56.0,5.91,5.96,3.72,2649
4518,0.3,Good,D,SI2,63.2,57.0,4.21,4.24,2.67,447
9630,0.9,Good,J,SI1,63.2,60.0,6.09,6.12,3.86,2729
10771,0.31,Good,D,VS1,61.7,61.0,4.32,4.34,2.67,653
3559,1.1,Premium,G,VS2,62.8,58.0,6.6,6.58,4.14,6387
20214,1.04,Ideal,H,VVS2,62.2,55.0,6.48,6.52,4.04,6619
7411,0.9,Very Good,J,VS2,63.5,56.0,6.12,6.1,3.88,3145
8150,0.53,Ideal,E,VS2,62.1,54.6,5.19,5.21,3.23,1690
11968,0.37,Ideal,E,VS2,61.9,53.0,4.62,4.65,2.87,811
1964,0.51,Premium,F,SI1,62.7,62.0,5.09,4.96,3.15,3360
25581,0.95,Very Good,J,VS1,62.4,57.0,6.25,6.29,3.91,3365
4103,0.34,Premium,F,SI1,59.3,60.0,4.52,4.58,2.7,566
12619,1.01,Premium,F,VS2,61.2,57.5,6.43,6.45,3.94,7277
22151,2.04,Very Good,I,VS2,60.3,59.0,8.18,8.2,4.94,17315
24734,0.78,Premium,F,SI1,62.3,57.0,5.86,5.85,3.65,2469
8283,1.18,Premium,G,SI2,,60.0,6.88,6.81,4.14,4988
12838,0.3,Very Good,G,IF,61.4,59.0,4.27,4.3,2.63,831
24728,0.3,Good,G,VVS2,63.8,57.0,4.24,4.26,2.71,684
13394,0.82,Ideal,G,SI2,61.6,56.0,5.98,6.04,3.7,2692
989,0.73,Premium,F,SI1,58.7,59.0,5.97,5.92,3.49,2644
21829,0.34,Ideal,F,VS1,62.1,57.0,4.53,4.49,2.8,956
4497,0.37,Ideal,F,VS1,61.1,57.0,4.61,4.65,2.83,811
4051,0.32,Ideal,G,VS1,60.5,56.0,4.42,4.44,2.68,645
4707,1.35,Premium,J,SI1,60.9,59.0,7.07,7.12,4.32,5546
714,0.53,Ideal,D,VVS1,62.0,57.0,5.16,5.2,3.21,2732
5612,0.24,Very Good,F,VVS1,,56.0,3.98,4.0,2.46,485
26458,1.01,Premium,G,SI2,61.9,60.0,6.37,6.33,3.93,4525
20450,0.4,Very Good,E,VS2,63.0,59.0,4.66,4.68,2.94,693
7566,1.54,Ideal,J,VS1,62.2,59.0,7.34,7.38,4.58,8848
11712,1.08,Premium,F,SI2,62.3,58.0,6.55,6.52,4.07,4414
21916,1.0,Premium,F,VS1,62.0,59.0,6.42,6.35,3.96,7056
309,0.84,Good,G,VS1,63.6,57.0,5.98,5.93,3.79,3316
1525,1.54,Ideal,J,VS2,61.9,57.0,7.39,7.5,4.6,8275
22104,0.34,Premium,H,VS2,60.2,60.0,4.56,4.51,2.73,689
21923,0.72,Very Good,G,SI1,63.3,53.0,5.73,5.68,3.61,2318
21907,1.57,Premium,H,VS1,62.8,60.0,7.44,7.36,4.65,11711
20779,0.3,Ideal,I,SI1,61.3,56.0,4.33,4.32,2.65,506
19740,0.42,Premium,G,VS1,60.6,58.0,4.95,4.82,2.96,984
3419,0.54,Ideal,F,VS2,64.2,54.0,5.19,5.12,3.31,1837
3307,0.3,Good,G,VVS2,63.8,56.0,4.29,4.27,2.73,878
18589,0.5,Premium,H,SI2,61.0,58.0,5.14,5.05,3.11,958
17892,1.23,Ideal,D,VVS2,62.0,55.0,6.85,6.92,4.27,12848
10713,0.77,Very Good,G,SI1,63.6,57.0,5.79,5.88,3.71,2915
23049,0.33,Ideal,I,SI1,62.7,56.0,4.44,4.4,2.77,572
10474,0.79,Ideal,G,SI1,62.3,57.0,5.9,5.85,3.66,2898
19831,0.52,Ideal,G,VVS2,62.4,55.0,5.17,5.19,3.23,1911
21119,0.91,Ideal,D,SI2,62.2,57.0,6.21,6.15,3.85,2803
19189,0.32,Ideal,H,VS1,63.0,57.0,4.39,4.37,2.76,720
2409,0.81,Very Good,I,SI1,60.3,58.0,6.0,6.04,3.63,2701
9209,0.3,Ideal,G,VVS2,60.6,57.0,4.35,4.33,2.63,878
20532,0.71,Very Good,E,VS2,59.9,59.0,5.79,5.83,3.48,3053
15809,0.32,Ideal,F,VVS2,61.4,57.0,4.41,4.45,2.72,728
17180,1.7,Good,J,VS2,64.0,58.0,7.41,7.47,4.76,8146
26099,0.58,Premium,E,SI1,60.6,56.0,5.42,5.38,3.27,1949
24830,1.26,Very Good,H,SI2,62.2,57.0,6.86,6.9,4.28,5736
2911,0.8,Premium,F,VS2,62.1,60.0,5.92,5.86,3.66,3502
7205,1.34,Ideal,G,VS2,61.9,56.0,7.1,7.05,4.38,9401
5013,0.92,Ideal,F,SI1,62.8,56.0,6.14,6.18,3.87,4232
14548,1.0,Very Good,E,SI1,63.1,58.0,6.34,6.2,3.95,4435
13709,1.0,Good,D,SI2,64.0,59.0,6.24,6.29,4.01,3569
671,1.61,Ideal,G,VS2,62.2,56.0,7.57,7.5,4.69,9521
7825,0.56,Ideal,G,IF,62.2,54.0,5.3,5.34,3.31,2321
2001,0.75,Ideal,E,VS2,62.4,57.0,5.76,5.81,3.61,3263
11081,1.71,Very Good,J,SI1,62.9,58.0,7.58,7.64,4.79,8690
12784,0.34,Ideal,D,VS2,62.0,55.0,4.45,4.49,2.77,805
4253,0.3,Ideal,G,IF,62.5,54.0,4.31,4.33,2.7,863
6639,1.71,Ideal,G,VS1,62.2,55.0,7.72,7.65,4.78,17595
23941,1.13,Very Good,G,SI1,60.9,60.0,6.67,6.76,4.09,5280
15123,1.06,Ideal,I,VVS1,60.2,57.0,6.62,6.66,4.0,6945
17349,2.63,Premium,J,I1,62.3,61.0,8.81,8.76,5.47,10628
1385,0.66,Ideal,H,VS1,61.0,57.0,5.61,5.66,3.43,2131
14779,0.7,Very Good,H,SI1,58.5,65.0,5.81,5.84,3.41,2475
13472,0.31,Premium,H,VS2,62.4,59.0,4.34,4.31,2.7,628
15802,0.32,Ideal,G,VS1,62.8,54.0,4.41,4.38,2.76,828
2681,1.17,Premium,D,VS1,61.7,59.0,6.72,6.77,4.16,9934
20367,0.3,Premium,G,VS1,62.1,60.0,4.3,4.24,2.65,776
16240,0.31,Ideal,D,SI1,61.4,55.0,4.38,4.35,2.68,732
2938,0.7,Very Good,F,SI1,62.9,59.0,5.62,5.67,3.55,2401
13249,0.57,Good,H,VS1,63.7,51.0,5.36,5.29,3.39,1728
5913,1.03,Premium,F,VVS1,59.7,60.0,6.63,6.57,3.94,10546
5213,2.0,Good,D,SI2,64.1,57.0,7.91,7.82,5.04,17094
20477,2.09,Ideal,H,SI2,62.0,59.0,8.15,8.2,5.07,15589
18433,1.01,Premium,E,SI2,62.6,57.0,6.35,6.33,3.97,4751
13633,0.69,Ideal,H,SI1,62.1,57.0,5.65,5.62,3.5,1822
3912,0.51,Ideal,F,VVS2,62.2,56.0,5.12,5.08,3.17,2203
11142,2.12,Premium,I,VS2,61.5,58.0,8.3,8.26,5.09,17254
16087,0.52,Ideal,H,VVS1,61.7,53.0,5.19,5.25,3.22,1893
13788,0.42,Ideal,F,VVS2,62.2,56.0,4.82,4.79,2.99,1221
23692,0.37,Premium,F,VS2,,59.0,4.63,4.66,2.78,746
3299,1.5,Very Good,H,SI1,62.0,63.0,7.24,7.19,4.47,7459
21057,1.06,Ideal,H,SI2,60.4,57.0,6.64,6.58,3.99,3799
13998,0.26,Ideal,G,SI1,62.0,55.0,4.08,4.11,2.54,394
11507,0.31,Premium,H,VS1,61.4,61.0,4.36,4.33,2.67,698
26525,0.55,Ideal,F,VS2,62.7,55.0,5.26,5.24,3.29,1698
10464,1.27,Ideal,E,VS2,61.8,55.0,7.03,6.92,4.31,6543
21671,0.71,Very Good,G,SI1,62.1,58.0,5.68,5.72,3.54,2206
2645,0.77,Ideal,H,SI1,62.2,56.0,5.83,5.88,3.64,2781
6406,0.59,Very Good,E,VVS2,61.7,59.0,5.37,5.36,3.31,2494
16985,0.35,Very Good,G,VS1,61.5,60.0,4.51,4.57,2.79,676
18268,0.31,Good,G,VVS1,57.5,62.0,4.47,4.54,2.59,849
15646,0.41,Ideal,G,VS2,62.7,56.0,4.74,4.77,2.98,827
23226,1.02,Ideal,E,SI1,60.7,57.0,6.55,6.51,3.97,5055
13850,0.93,Premium,E,SI2,60.5,57.0,6.37,6.32,3.84,4250
19627,0.55,Premium,G,SI1,60.2,59.0,5.32,5.28,3.19,1848
5441,0.27,Very Good,D,VS1,63.2,55.0,4.1,4.16,2.61,470
6258,0.43,Premium,G,VVS1,62.3,59.0,4.83,4.77,2.99,1264
17267,2.03,Ideal,J,VS2,60.5,57.0,8.26,8.2,4.98,14083
2852,1.22,Ideal,G,VS2,,55.0,6.83,6.87,4.25,7783
6142,1.03,Fair,J,SI2,56.2,62.0,6.73,6.69,3.77,3246
1222,0.51,Ideal,G,VVS1,60.4,57.0,5.2,5.22,3.15,1933
310,0.54,Premium,D,SI1,62.6,57.0,5.21,5.12,3.23,1650
22569,0.93,Premium,E,SI1,61.4,57.0,6.34,6.23,3.86,4229
11150,2.52,Ideal,I,SI1,61.5,56.0,8.76,8.69,5.37,17231
21560,1.24,Premium,H,VS2,61.7,59.0,6.91,6.84,4.24,6962
2839,0.25,Ideal,E,VVS1,61.2,57.0,4.08,4.12,2.51,576
9987,0.81,Good,G,SI2,59.2,64.0,6.11,6.15,3.63,2474
776,0.3,Ideal,I,SI1,60.4,59.0,4.33,4.35,2.62,439
1442,0.3,Very Good,G,VS2,59.3,59.0,4.38,4.42,2.61,491
13025,0.55,Ideal,G,IF,60.9,57.0,5.28,5.3,3.22,2789
15296,0.7,Premium,G,I1,59.7,59.0,5.76,5.57,3.39,1138
10858,0.72,Very Good,E,SI1,62.0,57.0,5.73,5.76,3.56,2562
17516,0.28,Very Good,G,VVS1,60.7,56.0,4.27,4.29,2.6,586
6969,0.33,Ideal,E,VVS1,60.2,57.0,4.47,4.5,2.7,984
911,1.5,Very Good,G,SI1,62.8,57.0,7.19,7.3,4.55,9996
10732,0.54,Premium,G,SI1,60.3,57.0,5.4,5.24,3.21,1389
268,0.38,Ideal,H,SI1,61.2,56.0,4.68,4.63,2.85,834
3474,1.13,Ideal,H,I1,61.1,56.0,6.71,6.77,4.12,3603
16116,0.9,Very Good,D,SI1,59.5,57.0,6.19,6.34,3.73,4419
5936,1.31,Ideal,G,VVS2,60.9,56.0,7.17,7.07,4.32,11531
26829,0.4,Very Good,E,VVS2,60.5,58.0,4.76,4.8,2.89,1205
3186,1.23,Ideal,J,SI1,62.2,57.0,6.89,6.81,4.26,5407
22911,0.9,Very Good,F,SI2,63.4,59.0,6.07,6.11,3.86,3605
7451,0.4,Very Good,J,VS1,62.1,57.0,4.69,4.72,2.92,606
21351,1.11,Ideal,I,SI1,62.2,56.0,6.62,6.65,4.13,4890
10430,0.3,Very Good,D,SI1,62.6,59.0,4.24,4.26,2.66,476
21143,0.91,Ideal,E,SI2,61.1,58.0,6.25,6.29,3.83,3723
13548,0.43,Ideal,G,VS1,61.9,55.0,4.84,4.86,3.0,943
19248,2.0,Fair,I,SI2,65.2,59.0,7.74,7.69,5.03,10483
20412,0.33,Premium,G,VS1,60.5,58.0,4.43,4.49,2.7,666
16393,0.45,Fair,F,VS2,64.2,58.0,4.9,4.75,3.1,1037
3490,1.08,Premium,I,VS1,62.5,57.0,6.54,6.51,4.08,4877
25223,1.2,Premium,H,VS1,61.7,59.0,6.78,6.74,4.17,4838
18315,0.7,Ideal,G,VS1,61.9,57.0,5.7,5.68,3.52,2724
23823,0.52,Very Good,D,VS2,60.0,57.0,5.22,5.25,3.14,1664
17735,0.5,Ideal,E,VS2,61.0,56.0,5.17,5.12,3.14,1629
24335,0.7,Good,D,VS2,,59.0,5.49,5.56,3.54,3087
22783,1.65,Very Good,H,VS1,62.0,54.0,7.55,7.62,4.7,12686
4896,1.2,Ideal,H,VS2,61.2,59.0,6.84,6.89,4.2,7072
13296,1.01,Good,F,VS2,63.1,60.0,6.29,6.39,4.0,6159
5583,2.53,Premium,H,SI2,,59.0,8.9,8.82,5.29,17591
13159,0.31,Ideal,E,VVS2,61.4,58.0,4.33,4.37,2.67,755
20945,0.83,Very Good,G,SI2,61.6,57.0,6.02,6.06,3.72,2725
12198,0.3,Very Good,J,VS2,62.2,57.0,4.28,4.3,2.67,357
2448,1.01,Premium,E,SI2,60.4,60.0,6.46,6.49,3.91,4790
3571,0.4,Ideal,E,SI1,63.0,57.0,4.68,4.65,2.94,882
398,0.33,Premium,F,SI2,62.3,58.0,4.43,4.4,2.75,557
1701,0.91,Premium,F,SI1,62.6,56.0,6.18,6.13,3.85,3618
19114,0.3,Ideal,D,SI1,61.9,55.0,4.32,4.34,2.68,524
5820,0.3,Ideal,H,VS1,62.9,57.0,4.29,4.26,2.69,675
9383,1.07,Ideal,G,VVS2,,55.0,6.57,6.61,4.07,8491
15179,1.11,Good,J,IF,58.3,62.0,6.77,6.84,3.97,5361
19646,0.41,Good,E,VVS1,60.4,61.0,4.76,4.81,2.89,1169
16064,0.41,Ideal,G,VVS2,62.2,56.0,4.75,4.8,2.97,1007
6702,0.31,Very Good,D,SI1,60.4,60.0,4.4,4.44,2.67,507
10749,0.31,Ideal,D,SI2,62.3,56.0,4.38,4.35,2.72,593
13799,1.07,Ideal,H,SI1,61.5,54.0,6.64,6.6,4.07,3415
15358,1.0,Ideal,F,SI1,63.0,56.0,6.41,6.38,4.03,5656
7175,2.01,Ideal,J,SI2,62.9,54.0,8.03,8.07,5.06,12565
7157,0.3,Premium,G,VS2,62.2,60.0,4.25,4.24,2.64,675
23464,1.03,Premium,H,SI1,61.8,58.0,6.47,6.41,3.98,3945
3297,0.24,Very Good,F,VS1,62.5,58.0,3.95,3.96,2.47,419
14774,0.51,Ideal,H,VVS1,61.7,57.0,5.12,5.15,3.16,1837
5831,0.95,Good,E,VS2,57.7,58.0,6.47,6.52,3.75,5272
7225,1.13,Ideal,H,SI1,61.9,60.0,6.63,6.65,4.11,5911
25888,0.33,Ideal,E,VVS1,61.7,56.0,4.42,4.46,2.74,984
17544,1.01,Fair,I,SI2,68.1,59.0,6.14,6.11,4.17,3054
21616,1.71,Premium,H,VS1,58.1,62.0,8.02,7.84,4.61,11161
19312,0.83,Very Good,I,VVS1,61.8,56.0,6.0,6.03,3.72,3774
164,1.0,Very Good,F,VS2,,55.0,6.39,6.44,3.99,6340
937,0.46,Ideal,I,VS2,62.3,59.0,4.95,4.91,3.07,952
25166,0.7,Good,D,SI2,63.7,58.0,5.6,5.64,3.58,2367
13260,2.16,Ideal,H,I1,62.2,56.0,8.31,8.26,5.15,8709
21428,0.32,Ideal,E,IF,,53.0,4.39,4.41,2.74,1018
391,0.41,Very Good,F,SI1,63.4,58.0,4.75,4.68,2.99,852
19086,0.32,Ideal,E,VVS1,62.3,54.0,4.37,4.4,2.73,917
5613,0.71,Good,F,VS2,63.0,59.0,5.59,5.65,3.54,2320
693,0.71,Good,D,SI1,63.1,56.0,5.68,5.73,3.6,2719
20387,1.37,Ideal,J,SI2,62.2,55.0,7.07,7.11,4.41,6091
17357,0.58,Very Good,G,VVS2,62.0,57.0,5.33,5.34,3.31,2078
18176,0.89,Ideal,F,SI1,62.1,55.0,6.15,6.18,3.83,4127
9448,0.33,Premium,F,VS2,60.8,58.0,4.44,4.47,2.71,666
1913,2.02,Fair,H,SI1,66.3,57.0,7.71,7.79,5.14,13502
19524,1.0,Very Good,E,SI2,61.9,59.0,6.39,6.43,3.97,4311
21599,0.31,Ideal,G,VVS2,61.5,56.0,4.38,4.4,2.7,687
850,1.01,Premium,H,VS2,62.3,60.0,6.32,6.27,3.92,4909
24537,0.27,Very Good,G,VVS1,62.5,56.0,4.14,4.16,2.59,566
12711,0.4,Premium,D,SI2,61.9,58.0,4.71,4.73,2.92,666
5328,1.12,Ideal,G,VS2,61.0,57.0,6.69,6.72,4.09,7634
19238,0.71,Ideal,E,VS2,62.5,55.0,5.67,5.73,3.56,3247
24486,0.3,Premium,D,IF,62.1,59.0,4.27,4.29,2.66,1130
19350,1.5,Ideal,I,SI1,,55.0,7.35,7.31,4.57,8736
25526,0.71,Premium,D,VS2,62.1,60.0,5.72,5.68,3.54,2950
21368,1.5,Premium,F,SI2,60.8,59.0,7.3,7.36,4.46,9240
881,0.42,Premium,H,VVS1,62.0,58.0,4.79,4.82,2.98,1068
13281,0.3,Good,F,IF,64.3,53.0,4.22,4.27,2.73,780
13391,2.05,Very Good,G,SI1,63.4,58.0,8.03,7.96,5.07,12515
19363,0.58,Ideal,G,SI2,61.5,55.0,5.38,5.42,3.32,1276
11040,0.41,Premium,I,VVS1,61.5,59.0,4.75,4.81,2.94,863
23255,0.77,Fair,J,VS1,61.2,66.0,5.92,5.83,3.6,2005
12521,0.8,Very Good,G,SI1,62.1,56.0,6.01,5.85,3.68,3071
11279,0.3,Ideal,G,SI1,62.0,58.0,4.27,4.29,2.65,477
5860,0.31,Ideal,D,VVS2,61.2,56.0,4.35,4.37,2.67,804
6567,1.06,Very Good,F,VS2,62.7,55.0,6.54,6.5,4.09,6627
18563,0.9,Good,G,VS1,63.7,56.0,6.07,6.15,3.89,4540
12902,1.5,Premium,G,VS2,59.9,58.0,7.38,7.34,4.41,11189
6619,0.32,Good,E,SI1,,56.0,4.34,4.38,2.77,524
2665,0.55,Ideal,F,VS2,61.4,56.0,5.28,5.31,3.25,1715
13701,1.2,Very Good,I,VS1,63.1,58.0,6.7,6.62,4.2,5322
2520,0.25,Good,F,VS1,63.6,57.0,4.01,4.04,2.56,435
24377,1.51,Good,I,SI1,63.7,58.0,7.26,7.22,4.61,8464
12304,1.51,Very Good,E,SI2,63.2,56.0,7.32,7.26,4.61,10012
16330,1.04,Good,E,SI2,62.3,62.0,6.4,6.44,4.0,4290
6887,1.07,Very Good,F,SI2,59.4,60.0,6.68,6.75,3.99,4552
8952,1.01,Very Good,F,VS2,59.9,61.0,6.46,6.5,3.88,5988
9646,0.36,Ideal,E,SI1,61.6,56.0,4.56,4.59,2.82,631
22100,0.72,Very Good,E,SI2,59.9,57.0,5.85,5.9,3.52,2573
24256,1.21,Ideal,G,VS1,62.5,55.0,6.79,6.8,4.25,8020
21672,1.0,Good,F,SI1,64.0,57.0,6.29,6.33,4.04,4372
19895,0.58,Very Good,J,SI1,62.1,57.0,5.35,5.41,3.34,1095
20431,0.56,Ideal,G,SI1,62.1,55.0,5.29,5.33,3.3,1417
19244,0.74,Good,E,VS1,63.4,55.0,5.76,5.78,3.66,3416
25859,1.0,Good,G,VS2,63.8,59.0,6.26,6.34,4.02,5148
16683,0.3,Premium,E,VS2,61.7,60.0,4.31,4.28,2.65,731
16004,0.7,Good,G,SI1,64.6,59.0,5.49,5.54,3.56,2137
14705,0.3,Ideal,D,VS2,61.6,56.0,4.31,4.36,2.67,670
21913,0.47,Ideal,E,VVS2,61.6,56.0,4.97,5.01,3.07,2113
7546,1.25,Very Good,H,SI2,,57.0,6.73,6.65,4.25,4060
3488,1.5,Premium,E,VS2,59.5,58.0,7.53,7.46,4.46,14386
8529,1.16,Premium,G,SI1,62.5,58.0,6.73,6.68,4.19,6132
5623,0.55,Very Good,E,VS1,61.6,55.0,5.26,5.28,3.25,1986
18237,0.9,Good,I,VVS1,63.6,58.0,6.1,6.14,3.89,4187
19924,0.25,Very Good,E,VVS2,62.2,58.0,4.03,4.11,2.53,548
16226,0.7,Fair,E,SI2,58.7,68.0,5.77,5.72,3.37,1723
24961,1.01,Premium,G,SI2,62.9,57.0,6.39,6.33,4.0,3750
12761,0.41,Ideal,F,VS1,61.7,56.0,4.76,4.79,2.94,1180
12190,1.51,Ideal,H,VS2,62.5,55.0,7.29,7.34,4.57,10763
12385,0.92,Premium,G,VS2,61.6,62.0,6.3,6.24,3.86,4287
7084,0.52,Good,F,VS1,64.2,58.0,5.1,5.02,3.25,1841
876,0.27,Ideal,I,VS2,62.1,56.0,4.14,4.18,2.58,534
11787,0.31,Premium,G,VS1,60.4,59.0,4.41,4.37,2.65,695
22526,0.8,Ideal,I,VVS1,61.7,56.0,5.98,5.92,3.67,3181
13008,0.41,Ideal,I,VS2,61.4,54.0,4.81,4.83,2.96,625
12961,1.45,Premium,D,SI1,62.2,58.0,7.12,7.03,4.4,10800
511,1.01,Very Good,I,SI2,63.5,57.0,6.35,6.37,4.04,4244
18394,0.91,Premium,I,SI2,60.2,59.0,6.29,6.24,3.77,2981
10373,0.36,Premium,H,SI1,61.3,57.0,4.65,4.61,2.84,665
17923,1.13,Very Good,H,SI1,63.3,56.0,6.65,6.62,4.2,4689
8941,0.55,Very Good,E,SI1,63.0,59.0,5.25,5.17,3.28,1406
22291,0.31,Very Good,D,SI1,63.4,58.0,4.35,4.32,2.75,732
23412,0.31,Premium,H,VVS2,61.2,59.0,4.34,4.38,2.67,625
26663,0.73,Ideal,E,SI1,60.5,57.0,5.85,5.88,3.55,2644
2780,0.52,Ideal,G,VVS2,61.5,56.0,5.18,5.2,3.19,1911
24667,1.59,Premium,F,VS2,60.2,60.0,7.59,7.62,4.58,15461
15144,0.31,Ideal,G,VVS1,61.6,55.0,4.38,4.42,2.71,789
10132,0.7,Premium,G,VVS2,60.6,60.0,5.77,5.69,3.47,2999
15963,0.5,Ideal,F,VVS1,60.4,56.0,5.16,5.21,3.13,2165
14709,0.73,Ideal,H,IF,62.3,55.0,5.77,5.79,3.6,3785
9618,0.71,Fair,F,SI1,59.8,70.0,5.89,5.72,3.48,2458
15159,2.01,Premium,H,SI1,60.6,62.0,8.08,8.05,4.89,16733
20822,0.91,Very Good,D,SI1,60.8,60.0,6.24,6.21,3.79,4561
4693,0.57,Ideal,F,VS2,61.7,57.0,5.36,5.33,3.3,1847
16607,1.21,Ideal,I,VS1,61.5,58.0,6.84,6.88,4.22,6691
24347,1.23,Ideal,H,IF,61.3,57.0,6.87,6.92,4.23,8431
7063,1.24,Ideal,H,VS1,61.0,57.0,6.91,6.95,4.23,8719
2933,0.9,Very Good,G,VVS2,61.4,60.0,6.18,6.23,3.81,5640
855,1.79,Ideal,J,VS2,61.8,56.0,7.74,7.85,4.82,10658
21848,1.7,Premium,F,VS2,62.5,61.0,7.54,7.45,4.69,13737
20418,0.9,Premium,E,VS2,63.0,58.0,6.16,6.13,3.87,4625
11779,1.21,Good,I,VS2,64.1,61.0,6.7,6.66,4.28,5028
6971,1.51,Good,J,VS2,62.8,59.0,7.17,7.2,4.51,7418
12540,0.38,Ideal,D,VVS2,61.3,56.0,4.73,4.63,2.87,1257
23847,0.35,Very Good,H,VVS1,60.1,62.0,4.52,4.57,2.73,745
18525,0.41,Ideal,G,VVS2,61.7,55.0,4.81,4.85,2.98,1199
10609,0.65,Ideal,G,IF,60.1,57.0,5.61,5.65,3.38,3536
23702,0.7,Premium,H,VS2,60.8,59.0,5.71,5.74,3.48,2330
14610,0.54,Ideal,J,SI2,61.3,58.0,5.24,5.27,3.22,978
15289,0.5,Ideal,F,VVS2,59.9,58.0,5.14,5.17,3.09,2016
11584,0.71,Ideal,D,VS2,62.7,57.0,5.7,5.75,3.59,3212
3624,1.21,Ideal,H,SI1,62.9,57.0,6.78,6.74,4.25,4249
24883,1.82,Premium,H,VS2,61.6,60.0,7.78,7.74,4.78,14749
9806,0.9,Premium,G,VS2,60.0,59.0,6.3,6.23,3.76,4424
13544,1.02,Premium,G,VS2,61.5,59.0,6.4,6.45,3.95,5250
4328,0.34,Ideal,F,VVS1,61.6,56.0,4.5,4.53,2.78,1174
5769,1.5,Very Good,G,SI2,58.5,62.0,7.4,7.44,4.34,8580
10745,1.54,Ideal,G,VS2,,59.0,7.47,7.52,4.51,13508
25663,0.66,Ideal,E,SI1,62.8,57.0,5.58,5.53,3.49,1901
11010,0.9,Ideal,H,VS1,61.8,55.0,6.21,6.14,3.82,4964
19716,0.4,Premium,G,VS2,61.9,58.0,4.74,4.76,2.94,753
15612,0.5,Good,G,SI2,63.8,57.0,4.98,5.02,3.19,1009
8253,1.01,Very Good,F,IF,59.2,60.0,6.48,6.59,3.87,10800
23653,1.2,Premium,H,VS2,61.4,59.0,6.79,6.75,4.16,6333
16271,1.21,Very Good,J,VS2,,58.0,6.79,6.83,4.25,4191
25668,1.01,Premium,G,SI1,63.0,60.0,6.34,6.3,3.98,4118
7473,1.01,Premium,E,VS2,62.1,58.0,6.42,6.34,3.96,6425
4851,0.35,Very Good,G,VS1,61.2,56.0,4.53,4.56,2.78,706
13915,1.13,Ideal,H,SI2,62.5,57.0,6.67,6.71,4.18,4584
14095,0.78,Ideal,E,SI1,62.7,56.0,5.88,5.83,3.67,2664
17238,1.33,Ideal,G,VS1,59.9,57.3,7.16,7.21,4.3,10732
9659,1.19,Premium,H,VS2,61.1,58.0,6.83,6.78,4.16,6944
23565,1.5,Premium,F,SI2,58.5,60.0,7.52,7.48,4.39,7644
12195,0.25,Ideal,H,VS1,61.5,56.0,4.05,4.08,2.5,445
15471,0.3,Ideal,E,VS2,61.5,55.0,4.31,4.28,2.64,844
15092,0.42,Ideal,E,VVS1,62.0,56.0,4.78,4.84,2.98,1400
4801,0.34,Premium,I,VS1,61.0,60.0,4.48,4.51,2.74,537
14516,0.71,Ideal,G,VS2,62.4,54.0,5.72,5.76,3.58,2762
16415,1.76,Ideal,G,VS2,60.3,57.0,7.9,7.83,4.74,17442
20021,0.51,Ideal,H,VVS2,61.6,55.0,5.11,5.14,3.16,1877
17863,2.21,Very Good,F,SI2,61.0,58.0,8.36,8.43,5.12,18483
16165,1.0,Very Good,D,SI1,59.2,62.0,6.49,6.54,3.86,5621
20164,1.2,Ideal,H,SI2,61.0,57.0,6.9,6.84,4.19,5712
21857,1.51,Premium,H,VS1,62.4,60.0,7.34,7.27,4.56,10939
2854,0.33,Premium,J,VS1,62.8,58.0,4.41,4.38,2.76,557
11016,0.56,Very Good,D,VS1,60.8,60.0,5.32,5.34,3.24,2188
13959,0.31,Ideal,E,VS2,61.7,55.0,4.38,4.41,2.71,642
3485,1.05,Ideal,F,VVS2,61.5,57.0,6.51,6.57,4.02,9138
26578,1.11,Ideal,I,SI1,62.2,54.0,6.64,6.68,4.14,5006
22274,1.18,Premium,I,SI1,62.8,56.0,6.74,6.71,4.22,5088
17729,1.27,Very Good,G,VVS2,61.5,58.0,6.9,6.96,4.26,10321
25765,0.55,Ideal,H,VVS1,60.5,57.0,5.32,5.35,3.23,1741
23826,1.5,Fair,E,SI2,69.6,62.0,6.88,6.79,4.76,7560
26664,0.74,Premium,F,SI1,58.7,58.0,5.93,5.86,3.46,2452
7953,0.32,Ideal,E,VS2,62.0,57.0,4.41,4.37,2.72,900
334,1.51,Premium,G,SI1,61.6,59.0,7.32,7.3,4.5,10739
17698,0.35,Premium,E,SI1,61.1,59.0,4.5,4.56,2.77,614
3296,1.5,Premium,I,VS2,62.5,59.0,7.3,7.26,4.55,9055
5467,1.0,Good,E,SI1,57.2,62.0,6.59,6.56,3.76,5345
10318,0.3,Premium,E,VS1,60.6,62.0,4.3,4.28,2.6,851
